parent_name,child_name,child_template_name,child_displayName
AirQualitySystem,AmbientTemperatureSensor,Ambient Temperature Sensor,Ambient Temperature Sensor
AirQualitySystem,AmbientTemperatureSensor,Ambient Temperature Sensor,Ambient Temperature Sensor
AirQualitySystem,AmbientTemperatureSensor,Ambient Temperature Sensor,Ambient Temperature Sensor
Lighting,EmergencyLightingPanel,Emergency Lighting Panel,Emergency Lighting Panel
Lighting,EmergencyLightingPanel,Emergency Lighting Panel,Emergency Lighting Panel
Lighting,EmergencyLightingPanel,Emergency Lighting Panel,Emergency Lighting Panel
Lighting,EmergencyLightingPanel,Emergency Lighting Panel,Emergency Lighting Panel
Lighting,EmergencyLightingPanel,Emergency Lighting Panel,Emergency Lighting Panel
Lighting,AircraftWarningLight,Aircraft Warning Light,Aircraft Warning Light
Lighting,AircraftWarningLight,Aircraft Warning Light,Aircraft Warning Light
Lighting,AircraftWarningLight,Aircraft Warning Light,Aircraft Warning Light
Lighting,AircraftWarningLight,Aircraft Warning Light,Aircraft Warning Light
Lighting,AircraftWarningLight,Aircraft Warning Light,Aircraft Warning Light
Lighting,LightingControls,Lighting Control System,Lighting Control System
Lighting,LightingControls,Lighting Control System,Lighting Control System
Lighting,LightingControls,Lighting Control System,Lighting Control System
Lighting,LightingControls,Lighting Control System,Lighting Control System
Lighting,LightingControls,Lighting Control System,Lighting Control System
TemperatureSensor,Global,Global,Global
TemperatureSensor,Global,Global,Global
TemperatureSensor,Global,Global,Global
TemperatureSensor,Global,Global,Global
TemperatureSensor,Global,Global,Global
TemperatureSensor,SpaceTemperature,Space Temperature,Space Temperature
TemperatureSensor,SpaceTemperature,Space Temperature,Space Temperature
TemperatureSensor,SpaceTemperature,Space Temperature,Space Temperature
TemperatureSensor,SpaceTemperature,Space Temperature,Space Temperature
TemperatureSensor,SpaceTemperature,Space Temperature,Space Temperature
Mechanical,Escalator,Escalator,name
Mechanical,Escalator,Escalator,name
Mechanical,Escalator,Escalator,name
Mechanical,Escalator,Escalator,name
Mechanical,FuelTank,Fuel Tank,Fuel Tank
Mechanical,FuelTank,Fuel Tank,Fuel Tank
Mechanical,FuelTank,Fuel Tank,Fuel Tank
Mechanical,FuelTank,Fuel Tank,Fuel Tank
Mechanical,DieselTank,Diesel Tank,Diesel Tank
Mechanical,DieselTank,Diesel Tank,Diesel Tank
Mechanical,DieselTank,Diesel Tank,Diesel Tank
Mechanical,DieselTank,Diesel Tank,Diesel Tank
Mechanical,VerticalHorizontalTransport,Vertical/Horizontal Transport,name
Mechanical,VerticalHorizontalTransport,Vertical/Horizontal Transport,name
Mechanical,VerticalHorizontalTransport,Vertical/Horizontal Transport,name
Mechanical,VerticalHorizontalTransport,Vertical/Horizontal Transport,name
Mechanical,GreaseSeparator,Grease Separator,Grease Separator
Mechanical,GreaseSeparator,Grease Separator,Grease Separator
Mechanical,GreaseSeparator,Grease Separator,Grease Separator
Mechanical,GreaseSeparator,Grease Separator,Grease Separator
Mechanical,SteamGenerator,Steam Generator,Steam Generator
Mechanical,SteamGenerator,Steam Generator,Steam Generator
Mechanical,SteamGenerator,Steam Generator,Steam Generator
Mechanical,SteamGenerator,Steam Generator,Steam Generator
Mechanical,GateBarrier,Gate Barrier,Gate Barrier
Mechanical,GateBarrier,Gate Barrier,Gate Barrier
Mechanical,GateBarrier,Gate Barrier,Gate Barrier
Mechanical,GateBarrier,Gate Barrier,Gate Barrier
Mechanical,EntranceDoor,Entrance Door,Entrance Door
Mechanical,EntranceDoor,Entrance Door,Entrance Door
Mechanical,EntranceDoor,Entrance Door,Entrance Door
Mechanical,EntranceDoor,Entrance Door,Entrance Door
Mechanical,OilTank,Oil Tank,Oil Tank
Mechanical,OilTank,Oil Tank,Oil Tank
Mechanical,OilTank,Oil Tank,Oil Tank
Mechanical,OilTank,Oil Tank,Oil Tank
PhotovoltaicSystem,SolarPanel,Solar Panel,Solar Panel
PhotovoltaicSystem,SolarPanel,Solar Panel,Solar Panel
PhotovoltaicSystem,SolarPanel,Solar Panel,Solar Panel
PhotovoltaicSystem,SolarPanel,Solar Panel,Solar Panel
PhotovoltaicSystem,SolarPanel,Solar Panel,Solar Panel
VerticalHorizontalTransport,LiftPanel,Lift Panel,Lift Panel
VerticalHorizontalTransport,LiftPanel,Lift Panel,Lift Panel
VerticalHorizontalTransport,LiftPanel,Lift Panel,Lift Panel
VerticalHorizontalTransport,LiftPanel,Lift Panel,Lift Panel
VerticalHorizontalTransport,LiftPanel,Lift Panel,Lift Panel
VerticalHorizontalTransport,Lift,Lift,name
VerticalHorizontalTransport,Lift,Lift,name
VerticalHorizontalTransport,Lift,Lift,name
VerticalHorizontalTransport,Lift,Lift,name
VerticalHorizontalTransport,Lift,Lift,name
Lift,LiftPressureSensor,Lift Pressure Sensor,Lift Pressure Sensor
Lift,LiftPressureSensor,Lift Pressure Sensor,Lift Pressure Sensor
Lift,LiftPressureSensor,Lift Pressure Sensor,Lift Pressure Sensor
Lift,LiftPressureSensor,Lift Pressure Sensor,Lift Pressure Sensor
Lift,LiftPressureSensor,Lift Pressure Sensor,Lift Pressure Sensor
Lift,LiftPressureSensor,Lift Pressure Sensor,Lift Pressure Sensor
GasMonitoringSystem,LPG,LPG,name
GasMonitoringSystem,LPG,LPG,name
GasMonitoringSystem,LPG,LPG,name
GasMonitoringSystem,LPG,LPG,name
GasMonitoringSystem,LPG,LPG,name
GasMonitoringSystem,FlueGasSensor,Flue Gas Sensor,Flue Gas Sensor
GasMonitoringSystem,FlueGasSensor,Flue Gas Sensor,Flue Gas Sensor
GasMonitoringSystem,FlueGasSensor,Flue Gas Sensor,Flue Gas Sensor
GasMonitoringSystem,FlueGasSensor,Flue Gas Sensor,Flue Gas Sensor
GasMonitoringSystem,FlueGasSensor,Flue Gas Sensor,Flue Gas Sensor
DistributionBoards,FeederPanel,Feeder Panel,Feeder Panel
DistributionBoards,FeederPanel,Feeder Panel,Feeder Panel
DistributionBoards,FeederPanel,Feeder Panel,Feeder Panel
DistributionBoards,FeederPanel,Feeder Panel,Feeder Panel
DistributionBoards,FeederPanel,Feeder Panel,Feeder Panel
DistributionBoards,ESMDB,Emergency SMDB,Emergency SMDB
DistributionBoards,ESMDB,Emergency SMDB,Emergency SMDB
DistributionBoards,ESMDB,Emergency SMDB,Emergency SMDB
DistributionBoards,ESMDB,Emergency SMDB,Emergency SMDB
DistributionBoards,ESMDB,Emergency SMDB,Emergency SMDB
DistributionBoards,SMDB,SMDB,name
DistributionBoards,SMDB,SMDB,name
DistributionBoards,SMDB,SMDB,name
DistributionBoards,SMDB,SMDB,name
DistributionBoards,SMDB,SMDB,name
DistributionBoards,MDB,MDB,name
DistributionBoards,MDB,MDB,name
DistributionBoards,MDB,MDB,name
DistributionBoards,MDB,MDB,name
DistributionBoards,MDB,MDB,name
RenewableMeter,SolarEnergySubMeter,Solar Energy Sub Meter,Solar Energy Sub Meter
RenewableMeter,SolarEnergySubMeter,Solar Energy Sub Meter,Solar Energy Sub Meter
RenewableMeter,SolarEnergySubMeter,Solar Energy Sub Meter,Solar Energy Sub Meter
RenewableMeter,SolarEnergySubMeter,Solar Energy Sub Meter,Solar Energy Sub Meter
RenewableMeter,SolarEnergySubMeter,Solar Energy Sub Meter,Solar Energy Sub Meter
RenewableMeter,SolarEnergySubMeter,Solar Energy Sub Meter,Solar Energy Sub Meter
RenewableMeter,SolarEnergyMeter,Solar Energy Meter,Solar Energy Meter
RenewableMeter,SolarEnergyMeter,Solar Energy Meter,Solar Energy Meter
RenewableMeter,SolarEnergyMeter,Solar Energy Meter,Solar Energy Meter
RenewableMeter,SolarEnergyMeter,Solar Energy Meter,Solar Energy Meter
RenewableMeter,SolarEnergyMeter,Solar Energy Meter,Solar Energy Meter
RenewableMeter,SolarEnergyMeter,Solar Energy Meter,Solar Energy Meter
Thermostat,RoomData,Room Data,Room Data
Thermostat,RoomData,Room Data,Room Data
Thermostat,RoomData,Room Data,Room Data
Thermostat,RoomData,Room Data,Room Data
Thermostat,RoomData,Room Data,Room Data
ChemicalFeeder,DosingPump,Dosing Pump,Dosing Pump
ChemicalFeeder,DosingPump,Dosing Pump,Dosing Pump
ChemicalFeeder,DosingPump,Dosing Pump,Dosing Pump
ChemicalFeeder,DosingPump,Dosing Pump,Dosing Pump
ChemicalFeeder,DosingPump,Dosing Pump,Dosing Pump
LPGGasNetwork,GasMeter,Gas Meter,Gas Meter
LPGGasNetwork,GasMeter,Gas Meter,Gas Meter
LPGGasNetwork,GasMeter,Gas Meter,Gas Meter
LPGGasNetwork,GasMeter,Gas Meter,Gas Meter
LPGGasNetwork,GasMeter,Gas Meter,Gas Meter
LPGGasNetwork,GasPanel,Gas Panel,Gas Panel
LPGGasNetwork,GasPanel,Gas Panel,Gas Panel
LPGGasNetwork,GasPanel,Gas Panel,Gas Panel
LPGGasNetwork,GasPanel,Gas Panel,Gas Panel
LPGGasNetwork,GasPanel,Gas Panel,Gas Panel
SolarPanel,ETree,E Tree,E Tree
SolarPanel,ETree,E Tree,E Tree
SolarPanel,ETree,E Tree,E Tree
SolarPanel,ETree,E Tree,E Tree
SolarPanel,ETree,E Tree,E Tree
SolarPanel,ETree,E Tree,E Tree
WaterFiltrationSystem,SandFilters,Sand Filters,Sand Filters
WaterFiltrationSystem,SandFilters,Sand Filters,Sand Filters
WaterFiltrationSystem,SandFilters,Sand Filters,Sand Filters
WaterFiltrationSystem,SandFilters,Sand Filters,Sand Filters
WaterFiltrationSystem,SandFilters,Sand Filters,Sand Filters
WaterFiltrationSystem,IonizationUnit,Ionization Unit,Ionization Unit
WaterFiltrationSystem,IonizationUnit,Ionization Unit,Ionization Unit
WaterFiltrationSystem,IonizationUnit,Ionization Unit,Ionization Unit
WaterFiltrationSystem,IonizationUnit,Ionization Unit,Ionization Unit
WaterFiltrationSystem,IonizationUnit,Ionization Unit,Ionization Unit
WaterFiltrationSystem,CarbonFilters,Carbon Filters,Carbon Filters
WaterFiltrationSystem,CarbonFilters,Carbon Filters,Carbon Filters
WaterFiltrationSystem,CarbonFilters,Carbon Filters,Carbon Filters
WaterFiltrationSystem,CarbonFilters,Carbon Filters,Carbon Filters
WaterFiltrationSystem,CarbonFilters,Carbon Filters,Carbon Filters
ControlSystems,Server,Server,Server
ControlSystems,Server,Server,Server
ControlSystems,Server,Server,Server
ControlSystems,Server,Server,Server
ControlSystems,DDCController,DDC Controller,displayName
ControlSystems,DDCController,DDC Controller,displayName
ControlSystems,DDCController,DDC Controller,displayName
ControlSystems,DDCController,DDC Controller,displayName
Tag,Performance,Performance,name
Tag,Performance,Performance,name
POD,AVPOD,AV POD,AV POD
POD,AVPOD,AV POD,AV POD
POD,AVPOD,AV POD,AV POD
POD,AVPOD,AV POD,AV POD
AVPOD,AVPODCommon,AV POD Common,AV POD Common
AVPOD,AVPODCommon,AV POD Common,AV POD Common
AVPOD,AVPODCommon,AV POD Common,AV POD Common
AVPOD,AVPODCommon,AV POD Common,AV POD Common
AVPOD,AVPODCommon,AV POD Common,AV POD Common
